#Coverage	Number of genomic locations
190.0	1536.0
191.0	1439.0
192.0	1489.0
193.0	1396.0
194.0	1341.0
195.0	1298.0
196.0	1301.0
197.0	1235.0
198.0	1260.0
199.0	1166.0
200.0	1112.0
201.0	1214.0
202.0	1235.0
203.0	1192.0
204.0	1175.0
205.0	1220.0
206.0	1071.0
207.0	1156.0
208.0	1151.0
209.0	1179.0
210.0	1160.0
211.0	1216.0
212.0	1126.0
213.0	1088.0
214.0	1087.0
215.0	1141.0
216.0	1148.0
217.0	1083.0
218.0	1132.0
219.0	1111.0
220.0	1143.0
221.0	1084.0
222.0	1112.0
223.0	1103.0
224.0	1085.0
225.0	1120.0
226.0	1088.0
227.0	1066.0
228.0	998.0
229.0	991.0
230.0	999.0
231.0	921.0
232.0	950.0
233.0	950.0
234.0	980.0
235.0	1025.0
236.0	976.0
237.0	1002.0
238.0	996.0
239.0	975.0
240.0	1038.0
241.0	1045.0
242.0	1053.0
243.0	1021.0
244.0	996.0
245.0	1027.0
246.0	974.0
247.0	888.0
248.0	931.0
249.0	991.0
250.0	973.0
251.0	979.0
252.0	1018.0
253.0	980.0
254.0	936.0
255.0	972.0
256.0	968.0
257.0	962.0
258.0	894.0
259.0	940.0
260.0	922.0
261.0	895.0
262.0	842.0
263.0	854.0
264.0	875.0
265.0	829.0
266.0	841.0
267.0	795.0
268.0	794.0
269.0	830.0
270.0	795.0
271.0	791.0
272.0	758.0
273.0	696.0
274.0	740.0
275.0	688.0
276.0	697.0
277.0	722.0
278.0	664.0
279.0	644.0
280.0	681.0
281.0	658.0
282.0	626.0
283.0	681.0
284.0	606.0
285.0	607.0
286.0	649.0
287.0	584.0
288.0	553.0
289.0	577.0
290.0	591.0
291.0	579.0
292.0	516.0
293.0	534.0
294.0	544.0
295.0	574.0
296.0	549.0
297.0	551.0
298.0	549.0
299.0	510.0
300.0	509.0
301.0	557.0
302.0	526.0
303.0	557.0
304.0	573.0
305.0	570.0
306.0	545.0
307.0	539.0
308.0	537.0
309.0	522.0
310.0	470.0
311.0	472.0
312.0	516.0
313.0	491.0
314.0	503.0
315.0	472.0
316.0	497.0
317.0	458.0
318.0	487.0
319.0	471.0
320.0	449.0
321.0	412.0
322.0	433.0
323.0	450.0
324.0	429.0
325.0	387.0
326.0	462.0
327.0	443.0
328.0	419.0
329.0	440.0
330.0	383.0
331.0	461.0
332.0	431.0
333.0	426.0
334.0	445.0
335.0	416.0
336.0	392.0
337.0	447.0
338.0	419.0
339.0	407.0
340.0	423.0
341.0	452.0
342.0	488.0
343.0	474.0
344.0	407.0
345.0	419.0
346.0	460.0
347.0	421.0
348.0	432.0
349.0	424.0
350.0	451.0
351.0	407.0
352.0	445.0
353.0	429.0
354.0	454.0
355.0	454.0
356.0	428.0
357.0	416.0
358.0	456.0
359.0	468.0
360.0	427.0
361.0	429.0
362.0	406.0
363.0	399.0
364.0	406.0
365.0	429.0
366.0	397.0
367.0	407.0
368.0	413.0
369.0	393.0
370.0	434.0
371.0	435.0
372.0	427.0
373.0	426.0
374.0	404.0
375.0	411.0
376.0	428.0
377.0	405.0
378.0	423.0
379.0	448.0
380.0	464.0
381.0	518.0
382.0	472.0
383.0	491.0
384.0	478.0
385.0	503.0
386.0	504.0
387.0	513.0
388.0	469.0
389.0	573.0
390.0	527.0
391.0	475.0
392.0	445.0
393.0	486.0
394.0	419.0
395.0	417.0
396.0	436.0
397.0	433.0
398.0	424.0
399.0	423.0
400.0	462.0
401.0	436.0
402.0	449.0
403.0	459.0
404.0	449.0
405.0	428.0
406.0	451.0
407.0	444.0
408.0	455.0
409.0	409.0
410.0	424.0
411.0	430.0
412.0	439.0
413.0	413.0
414.0	399.0
415.0	397.0
416.0	406.0
417.0	448.0
418.0	445.0
419.0	391.0
420.0	391.0
421.0	427.0
422.0	388.0
423.0	372.0
424.0	389.0
425.0	379.0
426.0	350.0
427.0	344.0
428.0	341.0
429.0	346.0
430.0	334.0
431.0	353.0
432.0	317.0
433.0	341.0
434.0	398.0
435.0	370.0
436.0	335.0
437.0	331.0
438.0	356.0
439.0	339.0
440.0	349.0
441.0	319.0
442.0	342.0
443.0	349.0
444.0	338.0
445.0	347.0
446.0	333.0
447.0	326.0
448.0	294.0
449.0	315.0
450.0	339.0
451.0	321.0
452.0	337.0
453.0	316.0
454.0	342.0
455.0	320.0
456.0	311.0
457.0	306.0
458.0	276.0
459.0	307.0
460.0	222.0
461.0	287.0
462.0	318.0
463.0	284.0
464.0	300.0
465.0	290.0
466.0	309.0
467.0	300.0
468.0	317.0
469.0	300.0
470.0	310.0
471.0	306.0
472.0	264.0
473.0	307.0
474.0	329.0
475.0	291.0
476.0	255.0
477.0	250.0
478.0	289.0
479.0	296.0
480.0	251.0
481.0	308.0
482.0	306.0
483.0	329.0
484.0	254.0
485.0	267.0
486.0	252.0
487.0	259.0
488.0	275.0
489.0	261.0
490.0	276.0
491.0	256.0
492.0	257.0
493.0	252.0
494.0	240.0
495.0	230.0
496.0	248.0
497.0	292.0
498.0	241.0
499.0	251.0
500.0	250.0
501.0	264.0
502.0	301.0
503.0	256.0
504.0	250.0
505.0	289.0
506.0	282.0
507.0	276.0
508.0	252.0
509.0	264.0
510.0	278.0
511.0	237.0
512.0	250.0
513.0	258.0
514.0	245.0
515.0	231.0
516.0	238.0
517.0	198.0
518.0	239.0
519.0	240.0
520.0	237.0
521.0	228.0
522.0	251.0
523.0	216.0
524.0	211.0
525.0	207.0
526.0	241.0
527.0	213.0
528.0	217.0
529.0	215.0
530.0	217.0
531.0	231.0
532.0	216.0
533.0	205.0
534.0	198.0
535.0	203.0
536.0	181.0
537.0	205.0
538.0	218.0
539.0	196.0
540.0	195.0
541.0	221.0
542.0	199.0
543.0	198.0
544.0	207.0
545.0	229.0
546.0	187.0
547.0	238.0
548.0	204.0
549.0	189.0
550.0	215.0
551.0	188.0
552.0	215.0
553.0	210.0
554.0	208.0
555.0	204.0
556.0	179.0
557.0	209.0
558.0	207.0
559.0	202.0
560.0	191.0
561.0	206.0
562.0	218.0
563.0	206.0
564.0	214.0
565.0	184.0
566.0	178.0
567.0	207.0
568.0	171.0
569.0	143.0
570.0	173.0
571.0	164.0
572.0	178.0
573.0	182.0
574.0	166.0
575.0	157.0
576.0	196.0
577.0	158.0
578.0	192.0
579.0	168.0
580.0	174.0
581.0	188.0
582.0	182.0
583.0	171.0
584.0	170.0
585.0	183.0
586.0	186.0
587.0	192.0
588.0	186.0
589.0	173.0
590.0	183.0
591.0	182.0
592.0	152.0
593.0	158.0
594.0	180.0
595.0	175.0
596.0	187.0
597.0	176.0
598.0	163.0
599.0	180.0
600.0	156.0
601.0	150.0
602.0	174.0
603.0	157.0
604.0	160.0
605.0	146.0
606.0	179.0
607.0	173.0
608.0	172.0
609.0	171.0
610.0	167.0
611.0	173.0
612.0	171.0
613.0	158.0
614.0	173.0
615.0	164.0
616.0	176.0
617.0	163.0
618.0	159.0
619.0	171.0
620.0	184.0
621.0	149.0
622.0	167.0
623.0	168.0
624.0	173.0
625.0	157.0
626.0	182.0
627.0	169.0
628.0	171.0
629.0	148.0
630.0	143.0
631.0	152.0
632.0	176.0
633.0	168.0
634.0	178.0
635.0	163.0
636.0	157.0
637.0	165.0
638.0	145.0
639.0	145.0
640.0	154.0
641.0	169.0
642.0	146.0
643.0	138.0
644.0	145.0
645.0	166.0
646.0	173.0
647.0	149.0
648.0	178.0
649.0	156.0
650.0	145.0
651.0	154.0
652.0	163.0
653.0	193.0
654.0	141.0
655.0	171.0
656.0	152.0
657.0	150.0
658.0	190.0
659.0	164.0
660.0	179.0
661.0	169.0
662.0	155.0
663.0	199.0
664.0	154.0
665.0	173.0
666.0	170.0
667.0	155.0
668.0	151.0
669.0	146.0
670.0	151.0
671.0	163.0
672.0	146.0
673.0	155.0
674.0	149.0
675.0	154.0
676.0	134.0
677.0	146.0
678.0	142.0
679.0	127.0
680.0	153.0
681.0	152.0
682.0	133.0
683.0	131.0
684.0	175.0
685.0	148.0
686.0	136.0
687.0	154.0
688.0	160.0
689.0	130.0
690.0	157.0
691.0	145.0
692.0	139.0
693.0	150.0
694.0	159.0
695.0	146.0
696.0	167.0
697.0	158.0
698.0	150.0
699.0	156.0
700.0	183.0
701.0	180.0
702.0	147.0
703.0	177.0
704.0	186.0
705.0	169.0
706.0	163.0
707.0	144.0
708.0	159.0
709.0	159.0
710.0	165.0
711.0	138.0
712.0	127.0
713.0	164.0
714.0	153.0
715.0	138.0
716.0	156.0
717.0	169.0
718.0	190.0
719.0	153.0
720.0	176.0
721.0	185.0
722.0	178.0
723.0	152.0
724.0	126.0
725.0	160.0
726.0	165.0
727.0	162.0
728.0	154.0
729.0	167.0
730.0	143.0
731.0	139.0
732.0	137.0
733.0	167.0
734.0	159.0
735.0	151.0
736.0	148.0
737.0	173.0
738.0	151.0
739.0	158.0
740.0	161.0
741.0	150.0
742.0	152.0
743.0	154.0
744.0	155.0
745.0	165.0
746.0	143.0
747.0	169.0
748.0	163.0
749.0	164.0
750.0	138.0
751.0	148.0
752.0	147.0
753.0	142.0
754.0	168.0
755.0	134.0
756.0	156.0
757.0	151.0
758.0	141.0
759.0	139.0
760.0	151.0
761.0	155.0
762.0	132.0
763.0	167.0
764.0	130.0
765.0	153.0
766.0	123.0
767.0	140.0
768.0	144.0
769.0	141.0
770.0	132.0
771.0	135.0
772.0	143.0
773.0	146.0
774.0	126.0
775.0	164.0
776.0	143.0
777.0	133.0
778.0	144.0
779.0	141.0
780.0	113.0
781.0	120.0
782.0	159.0
783.0	129.0
784.0	141.0
785.0	150.0
786.0	156.0
787.0	143.0
788.0	133.0
789.0	131.0
790.0	159.0
791.0	127.0
792.0	147.0
793.0	141.0
794.0	163.0
795.0	135.0
796.0	135.0
797.0	134.0
798.0	145.0
799.0	131.0
800.0	135.0
801.0	109.0
802.0	114.0
803.0	124.0
804.0	132.0
805.0	119.0
806.0	118.0
807.0	97.0
808.0	124.0
809.0	117.0
810.0	119.0
811.0	109.0
812.0	130.0
813.0	109.0
814.0	116.0
815.0	116.0
816.0	126.0
817.0	135.0
818.0	129.0
819.0	130.0
820.0	112.0
821.0	110.0
822.0	146.0
823.0	117.0
824.0	105.0
825.0	114.0
826.0	100.0
827.0	110.0
828.0	111.0
829.0	100.0
830.0	111.0
831.0	91.0
832.0	107.0
833.0	91.0
834.0	118.0
835.0	113.0
836.0	94.0
837.0	121.0
838.0	114.0
839.0	102.0
840.0	91.0
841.0	97.0
842.0	93.0
843.0	85.0
844.0	81.0
845.0	97.0
846.0	115.0
847.0	93.0
848.0	84.0
849.0	108.0
850.0	103.0
851.0	109.0
852.0	92.0
853.0	107.0
854.0	104.0
855.0	95.0
856.0	82.0
857.0	103.0
858.0	85.0
859.0	91.0
860.0	95.0
861.0	88.0
862.0	90.0
863.0	103.0
864.0	84.0
865.0	92.0
866.0	97.0
867.0	117.0
868.0	81.0
869.0	87.0
870.0	97.0
871.0	101.0
872.0	90.0
873.0	97.0
874.0	96.0
875.0	91.0
876.0	95.0
877.0	91.0
878.0	96.0
879.0	93.0
880.0	92.0
881.0	109.0
882.0	92.0
883.0	87.0
884.0	93.0
885.0	109.0
886.0	94.0
887.0	87.0
888.0	74.0
889.0	86.0
890.0	105.0
891.0	94.0
892.0	75.0
893.0	93.0
894.0	95.0
895.0	99.0
896.0	86.0
897.0	94.0
898.0	88.0
899.0	75.0
900.0	83.0
901.0	85.0
902.0	69.0
903.0	70.0
904.0	81.0
905.0	81.0
906.0	62.0
907.0	75.0
908.0	82.0
909.0	76.0
910.0	81.0
911.0	80.0
912.0	88.0
913.0	75.0
914.0	92.0
915.0	75.0
916.0	95.0
917.0	72.0
918.0	97.0
919.0	77.0
920.0	89.0
921.0	65.0
922.0	73.0
923.0	66.0
924.0	74.0
925.0	88.0
926.0	63.0
927.0	83.0
928.0	82.0
929.0	77.0
930.0	87.0
931.0	66.0
932.0	69.0
933.0	73.0
934.0	69.0
935.0	74.0
936.0	71.0
937.0	78.0
938.0	78.0
939.0	108.0
940.0	95.0
941.0	79.0
942.0	87.0
943.0	81.0
944.0	95.0
945.0	90.0
946.0	81.0
947.0	78.0
948.0	67.0
949.0	72.0
950.0	83.0
951.0	69.0
952.0	82.0
953.0	88.0
954.0	86.0
955.0	104.0
956.0	88.0
957.0	74.0
958.0	91.0
959.0	73.0
960.0	89.0
961.0	64.0
962.0	82.0
963.0	82.0
964.0	84.0
965.0	83.0
966.0	73.0
967.0	58.0
968.0	70.0
969.0	67.0
970.0	69.0
971.0	73.0
972.0	60.0
973.0	84.0
974.0	69.0
975.0	67.0
976.0	56.0
977.0	77.0
978.0	82.0
979.0	67.0
980.0	76.0
981.0	68.0
982.0	57.0
983.0	56.0
984.0	79.0
985.0	52.0
986.0	65.0
987.0	66.0
988.0	68.0
989.0	60.0
990.0	71.0
991.0	54.0
992.0	77.0
993.0	81.0
994.0	68.0
995.0	71.0
996.0	74.0
997.0	64.0
998.0	67.0
999.0	53.0
1000.0	72.0
1001.0	60.0
1002.0	59.0
1003.0	55.0
1004.0	71.0
1005.0	58.0
1006.0	59.0
1007.0	75.0
1008.0	69.0
1009.0	61.0
1010.0	69.0
1011.0	63.0
1012.0	60.0
1013.0	57.0
1014.0	61.0
1015.0	65.0
1016.0	55.0
1017.0	52.0
1018.0	57.0
1019.0	55.0
1020.0	46.0
1021.0	55.0
1022.0	50.0
1023.0	57.0
1024.0	61.0
1025.0	56.0
1026.0	66.0
1027.0	57.0
1028.0	63.0
1029.0	68.0
1030.0	54.0
1031.0	50.0
1032.0	58.0
1033.0	53.0
1034.0	49.0
1035.0	59.0
1036.0	46.0
1037.0	56.0
1038.0	56.0
1039.0	60.0
1040.0	58.0
1041.0	70.0
1042.0	63.0
1043.0	59.0
1044.0	50.0
1045.0	67.0
1046.0	61.0
1047.0	67.0
1048.0	50.0
1049.0	51.0
1050.0	60.0
1051.0	40.0
1052.0	48.0
1053.0	52.0
1054.0	67.0
1055.0	49.0
1056.0	55.0
1057.0	56.0
1058.0	46.0
1059.0	63.0
1060.0	48.0
1061.0	58.0
1062.0	54.0
1063.0	60.0
1064.0	42.0
1065.0	60.0
1066.0	58.0
1067.0	61.0
1068.0	61.0
1069.0	56.0
1070.0	43.0
1071.0	43.0
1072.0	56.0
1073.0	55.0
1074.0	48.0
1075.0	45.0
1076.0	37.0
1077.0	58.0
1078.0	39.0
1079.0	48.0
1080.0	38.0
1081.0	43.0
1082.0	44.0
1083.0	52.0
1084.0	38.0
1085.0	47.0
1086.0	35.0
1087.0	47.0
1088.0	40.0
1089.0	51.0
1090.0	41.0
1091.0	50.0
1092.0	37.0
1093.0	50.0
1094.0	48.0
1095.0	39.0
1096.0	50.0
1097.0	40.0
1098.0	57.0
1099.0	41.0
1100.0	40.0
1101.0	41.0
1102.0	42.0
1103.0	50.0
1104.0	39.0
1105.0	44.0
1106.0	35.0
1107.0	54.0
1108.0	46.0
1109.0	43.0
1110.0	52.0
1111.0	43.0
1112.0	44.0
1113.0	37.0
1114.0	51.0
1115.0	49.0
1116.0	52.0
1117.0	44.0
1118.0	47.0
1119.0	30.0
1120.0	44.0
1121.0	45.0
1122.0	43.0
1123.0	48.0
1124.0	52.0
1125.0	52.0
1126.0	42.0
1127.0	50.0
1128.0	40.0
1129.0	32.0
1130.0	50.0
1131.0	46.0
1132.0	32.0
1133.0	48.0
1134.0	45.0
1135.0	44.0
1136.0	60.0
1137.0	41.0
1138.0	43.0
1139.0	41.0
1140.0	31.0
1141.0	52.0
1142.0	41.0
1143.0	36.0
1144.0	32.0
1145.0	35.0
1146.0	35.0
1147.0	29.0
1148.0	31.0
1149.0	27.0
1150.0	38.0
1151.0	39.0
1152.0	34.0
1153.0	29.0
1154.0	33.0
1155.0	28.0
1156.0	39.0
1157.0	26.0
1158.0	30.0
1159.0	26.0
1160.0	31.0
1161.0	35.0
1162.0	31.0
1163.0	32.0
1164.0	23.0
1165.0	24.0
1166.0	24.0
1167.0	26.0
1168.0	35.0
1169.0	26.0
1170.0	30.0
1171.0	33.0
1172.0	34.0
1173.0	32.0
1174.0	24.0
1175.0	41.0
1176.0	28.0
1177.0	31.0
1178.0	29.0
1179.0	23.0
1180.0	32.0
1181.0	39.0
1182.0	32.0
1183.0	33.0
1184.0	27.0
1185.0	40.0
1186.0	31.0
1187.0	37.0
1188.0	22.0
1189.0	29.0
1190.0	34.0
1191.0	19.0
1192.0	25.0
1193.0	31.0
1194.0	30.0
1195.0	24.0
1196.0	24.0
1197.0	36.0
1198.0	32.0
1199.0	19.0
1200.0	29.0
1201.0	36.0
1202.0	27.0
1203.0	28.0
1204.0	27.0
1205.0	31.0
1206.0	32.0
1207.0	24.0
1208.0	36.0
1209.0	34.0
1210.0	30.0
1211.0	29.0
1212.0	24.0
1213.0	26.0
1214.0	34.0
1215.0	34.0
1216.0	29.0
1217.0	30.0
1218.0	37.0
1219.0	31.0
1220.0	24.0
1221.0	28.0
1222.0	27.0
1223.0	27.0
1224.0	35.0
1225.0	26.0
1226.0	32.0
1227.0	28.0
1228.0	31.0
1229.0	31.0
1230.0	30.0
1231.0	32.0
1232.0	33.0
1233.0	37.0
1234.0	33.0
1235.0	33.0
1236.0	26.0
1237.0	36.0
1238.0	30.0
1239.0	28.0
1240.0	37.0
1241.0	34.0
1242.0	30.0
1243.0	33.0
1244.0	32.0
1245.0	39.0
1246.0	30.0
1247.0	27.0
1248.0	32.0
1249.0	31.0
1250.0	37.0
1251.0	35.0
1252.0	28.0
1253.0	42.0
1254.0	30.0
1255.0	27.0
1256.0	30.0
1257.0	27.0
1258.0	28.0
1259.0	36.0
1260.0	32.0
1261.0	31.0
1262.0	33.0
1263.0	21.0
1264.0	32.0
1265.0	37.0
1266.0	49.0
1267.0	21.0
1268.0	22.0
1269.0	32.0
1270.0	34.0
1271.0	32.0
1272.0	29.0
1273.0	32.0
1274.0	40.0
1275.0	27.0
1276.0	38.0
1277.0	23.0
1278.0	38.0
1279.0	38.0
1280.0	32.0
1281.0	32.0
1282.0	29.0
1283.0	27.0
1284.0	32.0
1285.0	19.0
1286.0	25.0
1287.0	26.0
1288.0	27.0
1289.0	17.0
1290.0	23.0
1291.0	33.0
1292.0	27.0
1293.0	19.0
1294.0	28.0
1295.0	29.0
1296.0	25.0
1297.0	30.0
1298.0	29.0
1299.0	26.0
1300.0	35.0
1301.0	32.0
1302.0	32.0
1303.0	28.0
1304.0	29.0
1305.0	24.0
1306.0	34.0
1307.0	31.0
1308.0	29.0
1309.0	31.0
1310.0	29.0
1311.0	32.0
1312.0	34.0
1313.0	32.0
1314.0	32.0
1315.0	29.0
1316.0	20.0
1317.0	30.0
1318.0	28.0
1319.0	44.0
1320.0	31.0
1321.0	27.0
1322.0	27.0
1323.0	27.0
1324.0	36.0
1325.0	26.0
1326.0	25.0
1327.0	30.0
1328.0	18.0
1329.0	24.0
1330.0	24.0
1331.0	31.0
1332.0	32.0
1333.0	23.0
1334.0	18.0
1335.0	31.0
1336.0	27.0
1337.0	29.0
1338.0	20.0
1339.0	25.0
1340.0	21.0
1341.0	29.0
1342.0	33.0
1343.0	37.0
1344.0	20.0
1345.0	24.0
1346.0	27.0
1347.0	25.0
1348.0	34.0
1349.0	25.0
1350.0	25.0
1351.0	29.0
1352.0	32.0
1353.0	28.0
1354.0	17.0
1355.0	21.0
1356.0	29.0
1357.0	18.0
1358.0	30.0
1359.0	22.0
1360.0	28.0
1361.0	23.0
1362.0	29.0
1363.0	23.0
1364.0	27.0
1365.0	34.0
1366.0	24.0
1367.0	19.0
1368.0	28.0
1369.0	18.0
1370.0	23.0
1371.0	30.0
1372.0	24.0
1373.0	25.0
1374.0	18.0
1375.0	31.0
1376.0	20.0
1377.0	18.0
1378.0	30.0
1379.0	26.0
1380.0	18.0
1381.0	26.0
1382.0	20.0
1383.0	24.0
1384.0	18.0
1385.0	21.0
1386.0	23.0
1387.0	19.0
1388.0	26.0
1389.0	19.0
1390.0	27.0
1391.0	27.0
1392.0	21.0
1393.0	32.0
1394.0	21.0
1395.0	25.0
1396.0	20.0
1397.0	14.0
1398.0	29.0
1399.0	17.0
1400.0	18.0
1401.0	23.0
1402.0	30.0
1403.0	23.0
1404.0	20.0
1405.0	22.0
1406.0	24.0
1407.0	24.0
1408.0	26.0
1409.0	20.0
1410.0	19.0
1411.0	23.0
1412.0	24.0
1413.0	21.0
1414.0	15.0
1415.0	16.0
1416.0	15.0
1417.0	21.0
1418.0	17.0
1419.0	19.0
1420.0	18.0
1421.0	22.0
1422.0	18.0
1423.0	22.0
1424.0	21.0
1425.0	19.0
1426.0	20.0
1427.0	19.0
1428.0	24.0
1429.0	25.0
1430.0	18.0
1431.0	33.0
1432.0	25.0
1433.0	25.0
1434.0	14.0
1435.0	19.0
1436.0	17.0
1437.0	20.0
1438.0	19.0
1439.0	16.0
1440.0	10.0
1441.0	19.0
1442.0	22.0
1443.0	13.0
1444.0	26.0
1445.0	14.0
1446.0	12.0
1447.0	24.0
1448.0	17.0
1449.0	13.0
1450.0	28.0
1451.0	11.0
1452.0	25.0
1453.0	24.0
1454.0	23.0
1455.0	23.0
1456.0	16.0
1457.0	17.0
1458.0	21.0
1459.0	20.0
1460.0	16.0
1461.0	26.0
1462.0	23.0
1463.0	27.0
1464.0	21.0
1465.0	19.0
1466.0	25.0
1467.0	13.0
1468.0	17.0
1469.0	19.0
1470.0	21.0
1471.0	20.0
1472.0	15.0
1473.0	19.0
1474.0	22.0
1475.0	23.0
1476.0	15.0
1477.0	28.0
1478.0	18.0
1479.0	21.0
1480.0	13.0
1481.0	19.0
1482.0	13.0
1483.0	18.0
1484.0	18.0
1485.0	21.0
1486.0	15.0
1487.0	16.0
1488.0	17.0
1489.0	24.0
1490.0	15.0
1491.0	27.0
1492.0	19.0
1493.0	23.0
1494.0	24.0
1495.0	29.0
1496.0	25.0
1497.0	25.0
1498.0	24.0
1499.0	19.0
1500.0	17.0
1501.0	23.0
1502.0	17.0
1503.0	13.0
1504.0	22.0
1505.0	21.0
1506.0	13.0
1507.0	12.0
1508.0	16.0
1509.0	14.0
1510.0	14.0
1511.0	13.0
1512.0	20.0
1513.0	20.0
1514.0	16.0
1515.0	18.0
1516.0	19.0
1517.0	15.0
1518.0	24.0
1519.0	21.0
1520.0	19.0
1521.0	21.0
1522.0	17.0
1523.0	30.0
1524.0	19.0
1525.0	23.0
1526.0	16.0
1527.0	17.0
1528.0	25.0
1529.0	17.0
1530.0	20.0
1531.0	22.0
1532.0	22.0
1533.0	18.0
1534.0	21.0
1535.0	16.0
1536.0	21.0
1537.0	29.0
1538.0	19.0
1539.0	23.0
1540.0	25.0
1541.0	26.0
1542.0	29.0
1543.0	20.0
1544.0	27.0
1545.0	25.0
1546.0	27.0
1547.0	20.0
1548.0	20.0
1549.0	24.0
1550.0	16.0
1551.0	30.0
1552.0	26.0
1553.0	31.0
1554.0	27.0
1555.0	22.0
1556.0	20.0
1557.0	30.0
1558.0	23.0
1559.0	19.0
1560.0	24.0
1561.0	25.0
1562.0	27.0
1563.0	20.0
1564.0	22.0
1565.0	19.0
1566.0	21.0
1567.0	21.0
1568.0	18.0
1569.0	21.0
1570.0	17.0
1571.0	27.0
1572.0	25.0
1573.0	16.0
1574.0	22.0
1575.0	17.0
1576.0	27.0
1577.0	22.0
1578.0	19.0
1579.0	13.0
1580.0	19.0
1581.0	21.0
1582.0	17.0
1583.0	28.0
1584.0	20.0
1585.0	27.0
1586.0	29.0
1587.0	26.0
1588.0	35.0
1589.0	18.0
1590.0	29.0
1591.0	25.0
1592.0	24.0
1593.0	27.0
1594.0	30.0
1595.0	23.0
1596.0	26.0
1597.0	12.0
1598.0	24.0
1599.0	33.0
1600.0	22.0
1601.0	19.0
1602.0	27.0
1603.0	19.0
1604.0	23.0
1605.0	24.0
1606.0	17.0
1607.0	23.0
1608.0	31.0
1609.0	24.0
1610.0	27.0
1611.0	25.0
1612.0	27.0
1613.0	22.0
1614.0	27.0
1615.0	28.0
1616.0	31.0
1617.0	33.0
1618.0	30.0
1619.0	34.0
1620.0	26.0
1621.0	32.0
1622.0	24.0
1623.0	33.0
1624.0	28.0
1625.0	17.0
1626.0	19.0
1627.0	32.0
1628.0	27.0
1629.0	32.0
1630.0	26.0
